z,x,y
0.6078052669763565,129,2
0.6054647564888,130,2
0.6109182313084602,131,2
0.6138503178954124,132,2
0.6092406958341599,133,2
0.6073612570762634,134,2
0.5939696878194809,135,2
0.589628130197525,136,2
0.5866386666893959,137,2
0.5852006077766418,138,2
0.5837488174438477,139,2
0.5845022201538086,140,2
0.5801483318209648,141,2
0.5803916081786156,142,2
0.5783234387636185,143,2
0.5822339430451393,144,2
0.5804824158549309,145,2
0.5829769149422646,146,2
0.5820015966892242,147,2
0.5808704122900963,148,2
0.5750890150666237,149,2
0.6763975620269775,0,3
0.6790354400873184,1,3
0.6819489300251007,2,3
0.6769747883081436,3,3
0.673694372177124,4,3
0.676424190402031,5,3
0.6802599430084229,6,3
0.6818639039993286,7,3
0.6806285381317139,8,3
0.6866432726383209,9,3
0.6812939345836639,10,3
0.6782739907503128,11,3
0.6706083565950394,12,3
0.6766935735940933,13,3
0.6773199886083603,14,3
0.6722511202096939,15,3
0.6673741489648819,16,3
0.6607939153909683,17,3
0.6624012142419815,18,3
0.6467976868152618,19,3
0.6255096942186356,20,3
0.6150325685739517,21,3
0.605119988322258,22,3
0.6009027287364006,23,3
0.5893997997045517,24,3
0.5817745923995972,25,3
0.5819311141967773,26,3
0.5933460146188736,27,3
0.5975248143076897,28,3
0.6022818386554718,29,3
0.59586551040411,30,3
0.589674636721611,31,3
0.5911291465163231,32,3
0.6005076766014099,33,3
0.6027477607131004,34,3
0.6037085130810738,35,3
0.6099969893693924,36,3
0.6204427629709244,37,3
0.6314941197633743,38,3
0.6335416585206985,39,3
0.6352658569812775,40,3
0.6344020664691925,41,3
0.6242751851677895,42,3
0.6133409440517426,43,3
0.5980644077062607,44,3
0.5931434333324432,45,3
0.5862074419856071,46,3
0.5840582177042961,47,3
0.5851725339889526,48,3
0.5819942206144333,49,3
0.5826287195086479,50,3
0.5799966380000114,51,3
0.5806900262832642,52,3
0.5868890136480331,53,3
0.5876404494047165,54,3
0.591466598212719,55,3
0.5911811888217926,56,3
0.5974721312522888,57,3
0.6041033715009689,58,3
0.6194571256637573,59,3
0.6352902948856354,60,3
0.6337330490350723,61,3
0.632273718714714,62,3
0.6309811770915985,63,3
0.6412347704172134,64,3
0.6375715285539627,65,3
0.6498044580221176,66,3
0.6488374620676041,67,3
0.6464889645576477,68,3
0.6545029133558273,69,3
0.670606330037117,70,3
0.6774824112653732,71,3
0.6820900291204453,72,3
0.6860498934984207,73,3
0.6913292855024338,74,3
0.6970566064119339,75,3
0.7046936750411987,76,3
0.7063636630773544,77,3
0.7080963104963303,78,3
0.7131191790103912,79,3
0.7198000848293304,80,3
0.7231239974498749,81,3
0.7221484482288361,82,3
0.7196914106607437,83,3
0.7143658995628357,84,3
0.7069461345672607,85,3
0.7127472013235092,86,3
0.7088783085346222,87,3
0.7077367454767227,88,3
0.7108532339334488,89,3
0.7053942978382111,90,3
0.7030676007270813,91,3
0.7007464468479156,92,3
0.6997290402650833,93,3
0.6961715817451477,94,3
0.6904303580522537,95,3
0.673803299665451,96,3
0.6674734950065613,97,3
0.656128779053688,98,3
0.6536720246076584,99,3
0.6552045047283173,100,3
0.6506403535604477,101,3
0.6505564004182816,102,3
0.6415879726409912,103,3
0.6370742321014404,104,3
0.6347031742334366,105,3
0.6335214227437973,106,3
0.634478971362114,107,3
0.6347222179174423,108,3
0.6478980332612991,109,3
0.6574588865041733,110,3
0.6708570271730423,111,3
0.6716936975717545,112,3
0.6702994257211685,113,3
0.6691395938396454,114,3
0.6721964329481125,115,3
0.6747454404830933,116,3
0.6609295457601547,117,3
0.6488024741411209,118,3
0.6440103948116302,119,3
0.6453648060560226,120,3
0.640870526432991,121,3
0.6287058889865875,122,3
0.6213312745094299,123,3
0.6210308745503426,124,3
0.6277318298816681,125,3
0.6286889463663101,126,3
0.621390238404274,127,3
0.6178066655993462,128,3
0.6124285012483597,129,3
0.6057313159108162,130,3
0.6140165403485298,131,3
0.6153041198849678,132,3
0.6102325022220612,133,3
0.6068788021802902,134,3
0.5939388275146484,135,3
0.5878020375967026,136,3
0.5849370136857033,137,3
0.5822596549987793,138,3
0.5735724866390228,139,3
0.5783903747797012,140,3
0.5737370252609253,141,3
0.5706472173333168,142,3
0.5744515806436539,143,3
0.577700786292553,144,3
0.5776053890585899,145,3
0.5758170336484909,146,3
0.576573945581913,147,3
0.5770215317606926,148,3
0.5742360651493073,149,3
0.6772463917732239,0,4
0.6826134920120239,1,4
0.6813673824071884,2,4
0.6817241758108139,3,4
0.6792428642511368,4,4
0.6765980124473572,5,4
0.6793496161699295,6,4
0.6765877157449722,7,4
0.6746216267347336,8,4
0.686532124876976,9,4
0.6819320917129517,10,4
0.67472705245018,11,4
0.6691597104072571,12,4
0.6738014966249466,13,4
0.667865201830864,14,4
0.6695360541343689,15,4
0.6653700023889542,16,4
0.6556098312139511,17,4
0.6475655883550644,18,4
0.6380705535411835,19,4
0.6234013736248016,20,4
0.610067829489708,21,4
0.5985902473330498,22,4
0.5899300947785378,23,4
0.5772947296500206,24,4
0.5714397728443146,25,4
0.5746811628341675,26,4
0.5798675194382668,27,4
0.5813365280628204,28,4
0.579650804400444,29,4
0.5744622722268105,30,4
0.5708432421088219,31,4
0.5710521787405014,32,4
0.5802016779780388,33,4
0.5923172831535339,34,4
0.5999382138252258,35,4
0.6094684675335884,36,4
0.6130110695958138,37,4
0.6221426427364349,38,4
0.6279914677143097,39,4
0.6260124444961548,40,4
0.6249942481517792,41,4
0.6273861825466156,42,4
0.6130276992917061,43,4
0.6029654145240784,44,4
0.6001379191875458,45,4
0.5956030786037445,46,4
0.5936943739652634,47,4
0.58639245480299,48,4
0.5785424187779427,49,4
0.5768503695726395,50,4
0.5759074091911316,51,4
0.5791147947311401,52,4
0.5832798257470131,53,4
0.58392134308815,54,4
0.5901971235871315,55,4
0.5864269435405731,56,4
0.5863395556807518,57,4
0.5935244113206863,58,4
0.6097729951143265,59,4
0.622908465564251,60,4
0.6353343725204468,61,4
0.6341511309146881,62,4
0.6316468566656113,63,4
0.6368780583143234,64,4
0.638781949877739,65,4
0.6470983326435089,66,4
0.645626962184906,67,4
0.6508408188819885,68,4
0.658151239156723,69,4
0.6642230451107025,70,4
0.6714958697557449,71,4
0.6733332574367523,72,4
0.6764233112335205,73,4
0.6774627566337585,74,4
0.6826135516166687,75,4
0.6959889382123947,76,4
0.696887269616127,77,4
0.6955236345529556,78,4
0.7015638947486877,79,4
0.7047698646783829,80,4
0.7082289606332779,81,4
0.710506334900856,82,4
0.7065926641225815,83,4
0.6981442719697952,84,4
0.6983464807271957,85,4
0.6992541700601578,86,4
0.6999228894710541,87,4
0.7003050446510315,88,4
0.6974452435970306,89,4
0.6939196288585663,90,4
0.6927451342344284,91,4
0.6897623836994171,92,4
0.6959511488676071,93,4
0.6951728612184525,94,4
0.686504065990448,95,4
0.6735497862100601,96,4
0.6633510291576385,97,4
0.6563771963119507,98,4
0.6544856578111649,99,4
0.6581187695264816,100,4
0.6535086929798126,101,4
0.6427062898874283,102,4
0.6377813071012497,103,4
0.6322270631790161,104,4
0.6343062371015549,105,4
0.6354307979345322,106,4
0.6365737617015839,107,4
0.638332337141037,108,4
0.6494161039590836,109,4
0.6607781499624252,110,4
0.6677975803613663,111,4
0.6720576882362366,112,4
0.6758745610713959,113,4
0.6765866428613663,114,4
0.6840046495199203,115,4
0.6812587082386017,116,4
0.6744483560323715,117,4
0.6625928580760956,118,4
0.6571145802736282,119,4
0.6573273688554764,120,4
0.654153510928154,121,4
0.6470303237438202,122,4
0.6448851376771927,123,4
0.6430718302726746,124,4
0.640269935131073,125,4
0.64615897834301,126,4
0.6358572244644165,127,4
0.6274619549512863,128,4
0.6219216361641884,129,4
0.6169151663780212,130,4
0.6170089319348335,131,4
0.6151599511504173,132,4
0.6099602803587914,133,4
0.6014709398150444,134,4
0.5953952595591545,135,4
0.587504081428051,136,4
0.5817083939909935,137,4
0.580518901348114,138,4
0.575324758887291,139,4
0.5749994739890099,140,4
0.5690582543611526,141,4
0.568167045712471,142,4
0.5659312829375267,143,4
0.5682356655597687,144,4
0.5706934928894043,145,4
0.5696603879332542,146,4
0.5728788450360298,147,4
0.5758190676569939,148,4
0.5668399408459663,149,4
0.677815392613411,0,5
0.6742972284555435,1,5
0.6736983358860016,2,5
0.6793763488531113,3,5
0.679873451590538,4,5
0.6765352785587311,5,5
0.6758476793766022,6,5
0.6661584079265594,7,5
0.6689472943544388,8,5
0.6800249367952347,9,5
0.684484452009201,10,5
0.6797023415565491,11,5
0.6681923419237137,12,5
0.6582902371883392,13,5
0.6628057211637497,14,5
0.6629566252231598,15,5
0.6654521822929382,16,5
0.6451096832752228,17,5
0.6311493217945099,18,5
0.6236480250954628,19,5
0.6167955994606018,20,5
0.6025886088609695,21,5
0.5907840207219124,22,5
0.5769046097993851,23,5
0.5635232031345367,24,5
0.5632448270916939,25,5
0.5694510564208031,26,5
0.5729455798864365,27,5
0.5691086277365685,28,5
0.5646252781152725,29,5
0.5597963072359562,30,5
0.5577868930995464,31,5
0.5532790198922157,32,5
0.5699641183018684,33,5
0.5875247195363045,34,5
0.5948838368058205,35,5
0.6064186319708824,36,5
0.6171159595251083,37,5
0.6247463375329971,38,5
0.6209414750337601,39,5
0.6187060624361038,40,5
0.6166076883673668,41,5
0.6225758120417595,42,5
0.6168279200792313,43,5
0.6093224808573723,44,5
0.6071784198284149,45,5
0.6030749455094337,46,5
0.5997981056571007,47,5
0.5899336859583855,48,5
0.5822444036602974,49,5
0.5809797123074532,50,5
0.5787466391921043,51,5
0.5784361734986305,52,5
0.5822644904255867,53,5
0.5852368399500847,54,5
0.5879473611712456,55,5
0.5880046188831329,56,5
0.5872409120202065,57,5
0.5903149396181107,58,5
0.5968416482210159,59,5
0.6052137985825539,60,5
0.6239918321371078,61,5
0.6305078268051147,62,5
0.6299286931753159,63,5
0.6312206089496613,64,5
0.6371513456106186,65,5
0.6491018235683441,66,5
0.644817978143692,67,5
0.6496452689170837,68,5
0.6560364216566086,69,5
0.658241868019104,70,5
0.664182037115097,71,5
0.6622685343027115,72,5
0.6628794372081757,73,5
0.6647363901138306,74,5
0.6786530166864395,75,5
0.6879868656396866,76,5
0.6903756707906723,77,5
0.6860746145248413,78,5
0.6873885095119476,79,5
0.6881931573152542,80,5
0.6922708004713058,81,5
0.6912255436182022,82,5
0.6880097538232803,83,5
0.6841551661491394,84,5
0.6855300068855286,85,5
0.6865403950214386,86,5
0.689840167760849,87,5
0.6893534809350967,88,5
0.6850294023752213,89,5
0.6810674369335175,90,5
0.6834122836589813,91,5
0.6793478280305862,92,5
0.6836231052875519,93,5
0.6831441074609756,94,5
0.6821259558200836,95,5
0.6715224981307983,96,5
0.6589043587446213,97,5
0.6556565761566162,98,5
0.6564176678657532,99,5
0.6593217998743057,100,5
0.6524170637130737,101,5
0.6436466574668884,102,5
0.6370232701301575,103,5
0.6332249790430069,104,5
0.6328226923942566,105,5
0.6368616968393326,106,5
0.6412598639726639,107,5
0.6438867896795273,108,5
0.6517162173986435,109,5
0.6633490025997162,110,5
0.6674906760454178,111,5
0.6739804297685623,112,5
0.6799682974815369,113,5
0.6852234303951263,114,5
0.6858544796705246,115,5
0.6822468489408493,116,5
0.6792087852954865,117,5
0.6737660467624664,118,5
0.6693050265312195,119,5
0.6707668304443359,120,5
0.6708860248327255,121,5
0.6640875488519669,122,5
0.6626082509756088,123,5
0.6575187593698502,124,5
0.6534450352191925,125,5
0.6504770666360855,126,5
0.6420114934444427,127,5
0.6383248120546341,128,5
0.6400062441825867,129,5
0.6308268457651138,130,5
0.6233243122696877,131,5
0.6187722384929657,132,5
0.6118443533778191,133,5
0.6039938181638718,134,5
0.5965796560049057,135,5
0.5893768519163132,136,5
0.5845402181148529,137,5
0.5835792198777199,138,5
0.5760060474276543,139,5
0.5729126706719398,140,5
0.562928669154644,141,5
0.5614836439490318,142,5
0.5596080049872398,143,5
0.5609022602438927,144,5
0.5652689337730408,145,5
0.5674169808626175,146,5
0.5685880705714226,147,5
0.5616929456591606,148,5
0.5603792183101177,149,5
0.6701990813016891,0,6
0.6645002961158752,1,6
0.6694129556417465,2,6
0.6748024076223373,3,6
0.6801520138978958,4,6
0.6856447756290436,5,6
0.6805315762758255,6,6
0.6629907935857773,7,6
0.6655146032571793,8,6
0.680264338850975,9,6
0.6889173835515976,10,6
0.6900576651096344,11,6
0.6790855079889297,12,6
0.6604691594839096,13,6
0.6591937690973282,14,6
0.6611044704914093,15,6
0.6576554477214813,16,6
0.634145587682724,17,6
0.6199877560138702,18,6
0.6179551407694817,19,6
0.6092775166034698,20,6
0.5886723324656487,21,6
0.5800949782133102,22,6
0.5668373703956604,23,6
0.5502780936658382,24,6
0.5494509413838387,25,6
0.5556844212114811,26,6
0.5631570965051651,27,6
0.5631914809346199,28,6
0.5614069327712059,29,6
0.5534032955765724,30,6
0.558286689221859,31,6
0.5537747889757156,32,6
0.5697930380702019,33,6
0.5783308893442154,34,6
0.5905018001794815,35,6
0.6034871190786362,36,6
0.6168986409902573,37,6
0.6217213943600655,38,6
0.6167740225791931,39,6
0.6147515997290611,40,6
0.6183148920536041,41,6
0.6185130178928375,42,6
0.6165036931633949,43,6
0.6105057895183563,44,6
0.6136146932840347,45,6
0.6095090135931969,46,6
0.6053191050887108,47,6
0.6021427065134048,48,6
0.5890053734183311,49,6
0.5849139988422394,50,6
0.5746742859482765,51,6
0.5734367668628693,52,6
0.5715975016355515,53,6
0.5782192647457123,54,6
0.5870936289429665,55,6
0.5837186202406883,56,6
0.5844315215945244,57,6
0.5817861929535866,58,6
0.5806740298867226,59,6
0.5889296755194664,60,6
0.6058380380272865,61,6
0.6186752542853355,62,6
0.6208244785666466,63,6
0.6233325153589249,64,6
0.6277343481779099,65,6
0.6425015926361084,66,6
0.6391899138689041,67,6
0.640078604221344,68,6
0.6488555669784546,69,6
0.6455707848072052,70,6
0.6528486758470535,71,6
0.6558977365493774,72,6
0.6563510894775391,73,6
0.6607742607593536,74,6
0.670307382941246,75,6
0.6778247356414795,76,6
0.678485244512558,77,6
0.6744354367256165,78,6
0.6725984215736389,79,6
0.6738009005784988,80,6
0.673700749874115,81,6
0.6736464202404022,82,6
0.6708689332008362,83,6
0.6711878627538681,84,6
0.6712005883455276,85,6
0.6713792234659195,86,6
0.6736536920070648,87,6
0.674811527132988,88,6
0.6738977432250977,89,6
0.6726445257663727,90,6
0.6728934198617935,91,6
0.66586734354496,92,6
0.6687378287315369,93,6
0.6743617206811905,94,6
0.6749949604272842,95,6
0.6721326559782028,96,6
0.6615438312292099,97,6
0.6586259752511978,98,6
0.6580734252929688,99,6
0.6535941064357758,100,6
0.6448346823453903,101,6
0.6402096152305603,102,6
0.6347023099660873,103,6
0.6321515738964081,104,6
0.6276569813489914,105,6
0.6333552300930023,106,6
0.638335257768631,107,6
0.6441699266433716,108,6
0.6549038589000702,109,6
0.6683784276247025,110,6
0.6691214293241501,111,6
0.6731032431125641,112,6
0.6741587370634079,113,6
0.6861866265535355,114,6
0.6897581815719604,115,6
0.6887387335300446,116,6
0.6912470459938049,117,6
0.6886826306581497,118,6
0.6837257295846939,119,6
0.6852960288524628,120,6
0.6849681884050369,121,6
0.6840348392724991,122,6
0.6746069639921188,123,6
0.6754964292049408,124,6
0.6685533821582794,125,6
0.6650519967079163,126,6
0.6544616222381592,127,6
0.6497470587491989,128,6
0.6501859575510025,129,6
0.6421082615852356,130,6
0.6314409375190735,131,6
0.6227349042892456,132,6
0.61316729336977,133,6
0.6055596023797989,134,6
0.6004322171211243,135,6
0.589360348880291,136,6
0.5874339640140533,137,6
0.579656571149826,138,6
0.5729651674628258,139,6
0.573133759200573,140,6
0.5605393759906292,141,6
0.5605717375874519,142,6
0.558136735111475,143,6
0.5584477819502354,144,6
0.564198449254036,145,6
0.5674205496907234,146,6
0.5678735822439194,147,6
0.564155675470829,148,6
0.5569896399974823,149,6
0.6699163019657135,0,7
0.6664680540561676,1,7
0.669881597161293,2,7
0.6705378741025925,3,7
0.6797173619270325,4,7
0.6900849938392639,5,7
0.6897384375333786,6,7
0.6891177743673325,7,7
0.6784618645906448,8,7
0.6769626140594482,9,7
0.6833529323339462,10,7
0.6893145889043808,11,7
0.6832759231328964,12,7
0.6669434607028961,13,7
0.6539027392864227,14,7
0.6542271226644516,15,7
0.6446907371282578,16,7
0.6211671754717827,17,7
0.6177601665258408,18,7
0.6131498143076897,19,7
0.5997700393199921,20,7
0.5778337717056274,21,7
0.5663206502795219,22,7
0.5535453706979752,23,7
0.5403224006295204,24,7
0.5341267287731171,25,7
0.537694875150919,26,7
0.5529240667819977,27,7
0.5531936474144459,28,7
0.5434027686715126,29,7
0.5429715700447559,30,7
0.5534656345844269,31,7
0.5537090562283993,32,7
